name,address_location_name,address_line1,address_line2,address_line3,address_city,address_state,address_zip,county,directions,voter_services,start_date,end_date,start_time,end_time,days_times_open,id,COMMENTS
"""Desiderio Community Center""",Mora County Courthouse - Clerk's Office,6 Courthouse Rd. MM 29.5,,,Mora,NM,87732,Mora,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Desiderio Community Center""",Mora County Courthouse - Clerk's Office,7 Courthouse Rd. MM 29.5,,,Mora,NM,87732,Mora,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,10/31/16,11/4/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Desiderio Community Center""",Mora County Courthouse - Clerk's Office,8 Courthouse Rd. MM 29.5,,,Mora,NM,87732,Mora,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 29,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""South Valley Multi Gen Center""",Harding County Courthouse - County Clerk's Office,35 Pine Street,,,Mosquero,NM,87733,Harding,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,16:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4 PM, Sat 10 AM - 6 PM",,
"""South Valley Multi Gen Center""",Harding County Courthouse - County Clerk's Office,36 Pine Street,,,Mosquero,NM,87733,Harding,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/15/16,10/15/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4 PM, Sat 10 AM - 6 PM",,
"""South Valley Multi Gen Center""",Harding County Courthouse - County Clerk's Office,37 Pine Street,,,Mosquero,NM,87733,Harding,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/17/16,10/21/16,08:00:00-07:00,16:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4 PM, Sat 10 AM - 6 PM",,
"""South Valley Multi Gen Center""",Harding County Courthouse - County Clerk's Office,38 Pine Street,,,Mosquero,NM,87733,Harding,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4 PM, Sat 10 AM - 6 PM",,
"""South Valley Multi Gen Center""",Harding County Courthouse - County Clerk's Office,39 Pine Street,,,Mosquero,NM,87733,Harding,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/24/16,10/28/16,08:00:00-07:00,16:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4 PM, Sat 10 AM - 6 PM",,
"""South Valley Multi Gen Center""",Harding County Courthouse - County Clerk's Office,40 Pine Street,,,Mosquero,NM,87733,Harding,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4 PM, Sat 10 AM - 6 PM",,
"""South Valley Multi Gen Center""",Harding County Courthouse - County Clerk's Office,41 Pine Street,,,Mosquero,NM,87733,Harding,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,10/31/16,11/4/16,08:00:00-07:00,16:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4 PM, Sat 10 AM - 6 PM",,
"""South Valley Multi Gen Center""",Harding County Courthouse - County Clerk's Office,42 Pine Street,,,Mosquero,NM,87733,Harding,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 29,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 4 PM, Sat 10 AM - 6 PM",,
"""Los Ranchos Villa""",Colfax County Clerk's Office,230 North 3rd Street,,,Raton,NM,87740,Colfax,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Los Ranchos Villa""",Colfax County Clerk's Office,231 North 3rd Street,,,Raton,NM,87740,Colfax,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/15/16,10/15/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Los Ranchos Villa""",Colfax County Clerk's Office,232 North 3rd Street,,,Raton,NM,87740,Colfax,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Los Ranchos Villa""",Colfax County Clerk's Office,233 North 3rd Street,,,Raton,NM,87740,Colfax,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Los Ranchos Villa""",Colfax County Clerk's Office,234 North 3rd Street,,,Raton,NM,87740,Colfax,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Los Ranchos Villa""",Colfax County Clerk's Office,235 North 3rd Street,,,Raton,NM,87740,Colfax,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Los Ranchos Villa""",Colfax County Clerk's Office,236 North 3rd Street,,,Raton,NM,87740,Colfax,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,10/31/16,11/4/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Los Ranchos Villa""",Colfax County Clerk's Office,237 North 3rd Street,,,Raton,NM,87740,Colfax,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 29,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Valencia County Courthouse - Clerk's Office""",Springer Luna Community College,516 Maxwell Ave,,,Springer,NM,87747,Colfax,,Early Voting,10/28/16,10/28/16,08:00:00-07:00,17:00:00-7:00,"October 28, Fri, 8 AM - 5 PM",,
"""Petroglyph Plaza""",Socorro County Clerk's Office,200 Church Street,,,Socorro,NM,87801,Socorro,,Absentee,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,October 11 - November 4 Mon - Fri 8 AM - 5 PM; November 5 Sat 9 AM - 5 PM,,
"""Petroglyph Plaza""",Socorro County Clerk's Office,201 Church Street,,,Socorro,NM,87801,Socorro,,Absentee,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,October 11 - November 4 Mon - Fri 8 AM - 5 PM; November 5 Sat 9 AM - 5 PM,,
"""Petroglyph Plaza""",Socorro County Clerk's Office,202 Church Street,,,Socorro,NM,87801,Socorro,,Absentee,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,October 11 - November 4 Mon - Fri 8 AM - 5 PM; November 5 Sat 9 AM - 5 PM,,
"""Petroglyph Plaza""",Socorro County Clerk's Office,203 Church Street,,,Socorro,NM,87801,Socorro,,Absentee,10/31/16,11/4/16,08:00:00-07:00,17:00:00-7:00,October 11 - November 4 Mon - Fri 8 AM - 5 PM; November 5 Sat 9 AM - 5 PM,,
"""Petroglyph Plaza""",Socorro County Clerk's Office,204 Church Street,,,Socorro,NM,87801,Socorro,,Absentee,11/5/16,11/5/16,09:00:00-07:00,17:00:00-7:00,October 11 - November 4 Mon - Fri 8 AM - 5 PM; November 5 Sat 9 AM - 5 PM,,
"""Old Armory""",Datil Fire Station,16 Old State Road 60,,,Datil,NM,87821,Catron,,Early Voting,10/27/16,10/29/16,08:00:00-07:00,16:30:00-7:00,October 27 - October 29 Thu - Sat 8:00 AM - 4:30 PM,,
"""Inn of the Mountain Gods""",Magdalena Senior Center,500 9th St.,,,Magdalena,NM,87825,Socorro,,Early Voting,10/22/16,10/22/16,09:00:00-07:00,17:00:00-7:00,"October 22 - November 5 Tue - Fri 10 AM - 6 PM, Sat 9 AM - 5 PM",,
"""Inn of the Mountain Gods""",Magdalena Senior Center,501 9th St.,,,Magdalena,NM,87825,Socorro,,Early Voting,10/25/16,10/28/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 10 AM - 6 PM, Sat 9 AM - 5 PM",,
"""Inn of the Mountain Gods""",Magdalena Senior Center,502 9th St.,,,Magdalena,NM,87825,Socorro,,Early Voting,10/29/16,10/29/16,09:00:00-07:00,17:00:00-7:00,"October 22 - November 5 Tue - Fri 10 AM - 6 PM, Sat 9 AM - 5 PM",,
"""Inn of the Mountain Gods""",Magdalena Senior Center,503 9th St.,,,Magdalena,NM,87825,Socorro,,Early Voting,11/1/16,11/4/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 10 AM - 6 PM, Sat 9 AM - 5 PM",,
"""Inn of the Mountain Gods""",Magdalena Senior Center,504 9th St.,,,Magdalena,NM,87825,Socorro,,Early Voting,11/5/16,11/5/16,09:00:00-07:00,17:00:00-7:00,"October 22 - November 5 Tue - Fri 10 AM - 6 PM, Sat 9 AM - 5 PM",,
"""Santa Fe County Clerk's Office""",Quemado Community Center,27 lopez Street,,,Quemado,NM,87829,Catron,,Early Voting,10/24/16,10/26/16,08:00:00-07:00,16:30:00-7:00,October 24 - October 26 Mon - Wed 8:00 AM - 4:30 PM,,
"""Hagerman Joy Center""",Catron County Courthouse,101 Main St,,,Reserve,NM,87830,Catron,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,16:30:00-7:00,"October 11 - November 5 Mon - Fri 8:00 AM - 4:30 PM, Sat 10 AM - 6 PM ",,
"""Hagerman Joy Center""",Catron County Courthouse,102 Main St,,,Reserve,NM,87830,Catron,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/15/16,10/15/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8:00 AM - 4:30 PM, Sat 10 AM - 6 PM ",,
"""Hagerman Joy Center""",Catron County Courthouse,103 Main St,,,Reserve,NM,87830,Catron,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/17/16,10/21/16,08:00:00-07:00,16:30:00-7:00,"October 11 - November 5 Mon - Fri 8:00 AM - 4:30 PM, Sat 10 AM - 6 PM ",,
"""Hagerman Joy Center""",Catron County Courthouse,104 Main St,,,Reserve,NM,87830,Catron,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8:00 AM - 4:30 PM, Sat 10 AM - 6 PM ",,
"""Hagerman Joy Center""",Catron County Courthouse,105 Main St,,,Reserve,NM,87830,Catron,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/24/16,10/28/16,08:00:00-07:00,16:30:00-7:00,"October 11 - November 5 Mon - Fri 8:00 AM - 4:30 PM, Sat 10 AM - 6 PM ",,
"""Hagerman Joy Center""",Catron County Courthouse,106 Main St,,,Reserve,NM,87830,Catron,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8:00 AM - 4:30 PM, Sat 10 AM - 6 PM ",,
"""Hagerman Joy Center""",Catron County Courthouse,107 Main St,,,Reserve,NM,87830,Catron,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,10/31/16,11/4/16,08:00:00-07:00,16:30:00-7:00,"October 11 - November 5 Mon - Fri 8:00 AM - 4:30 PM, Sat 10 AM - 6 PM ",,
"""Hagerman Joy Center""",Catron County Courthouse,108 Main St,,,Reserve,NM,87830,Catron,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 29,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8:00 AM - 4:30 PM, Sat 10 AM - 6 PM ",,
"""Quemado Community Center""",Sierra County Clerk's Office,100 N. Date St.,,,T or C,NM,87901,Sierra,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Quemado Community Center""",Sierra County Clerk's Office,101 N. Date St.,,,T or C,NM,87901,Sierra,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/15/16,10/15/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Quemado Community Center""",Sierra County Clerk's Office,102 N. Date St.,,,T or C,NM,87901,Sierra,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Quemado Community Center""",Sierra County Clerk's Office,103 N. Date St.,,,T or C,NM,87901,Sierra,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Quemado Community Center""",Sierra County Clerk's Office,104 N. Date St.,,,T or C,NM,87901,Sierra,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Quemado Community Center""",Sierra County Clerk's Office,105 N. Date St.,,,T or C,NM,87901,Sierra,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Quemado Community Center""",Sierra County Clerk's Office,106 N. Date St.,,,T or C,NM,87901,Sierra,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,10/31/16,11/4/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Quemado Community Center""",Sierra County Clerk's Office,107 N. Date St.,,,T or C,NM,87901,Sierra,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 29,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Rio Rancho City Hall""",DACC Hatch Learning Center,219 E Hill St,,,Hatch,NM,87937,Do–a Ana,,Early Voting,10/22/16,10/22/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Rio Rancho City Hall""",DACC Hatch Learning Center,220 E Hill St,,,Hatch,NM,87937,Do–a Ana,,Early Voting,10/25/16,10/29/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Rio Rancho City Hall""",DACC Hatch Learning Center,221 E Hill St,,,Hatch,NM,87937,Do–a Ana,,Early Voting,11/1/16,11/5/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Esther Bone Memorial Library""",Thomas Branigan Memorial Library,200 E Picacho Ave,,,Las Cruces,NM,88001,Do–a Ana,,Early Voting,10/22/16,10/22/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Esther Bone Memorial Library""",Thomas Branigan Memorial Library,201 E Picacho Ave,,,Las Cruces,NM,88001,Do–a Ana,,Early Voting,10/25/16,10/29/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Esther Bone Memorial Library""",Thomas Branigan Memorial Library,202 E Picacho Ave,,,Las Cruces,NM,88001,Do–a Ana,,Early Voting,11/1/16,11/5/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Bernalillo County Visitor and Cultural Center""",Dona Ana County Government Center,845 N Motel Blvd.,,,Las Cruces,NM,88007,Do–a Ana,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Bernalillo County Visitor and Cultural Center""",Dona Ana County Government Center,846 N Motel Blvd.,,,Las Cruces,NM,88007,Do–a Ana,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/15/16,10/15/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Bernalillo County Visitor and Cultural Center""",Dona Ana County Government Center,847 N Motel Blvd.,,,Las Cruces,NM,88007,Do–a Ana,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Bernalillo County Visitor and Cultural Center""",Dona Ana County Government Center,848 N Motel Blvd.,,,Las Cruces,NM,88007,Do–a Ana,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Bernalillo County Visitor and Cultural Center""",Dona Ana County Government Center,849 N Motel Blvd.,,,Las Cruces,NM,88007,Do–a Ana,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Bernalillo County Visitor and Cultural Center""",Dona Ana County Government Center,850 N Motel Blvd.,,,Las Cruces,NM,88007,Do–a Ana,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Bernalillo County Visitor and Cultural Center""",Dona Ana County Government Center,851 N Motel Blvd.,,,Las Cruces,NM,88007,Do–a Ana,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,10/31/16,11/4/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Bernalillo County Visitor and Cultural Center""",Dona Ana County Government Center,852 N Motel Blvd.,,,Las Cruces,NM,88007,Do–a Ana,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 29,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Calvary Chapel of Rio Rancho""",Sonoma Elementary School,4201 Northrise Dr,,,Las Cruces,NM,88011,Do–a Ana,,Early Voting,10/22/16,10/22/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Calvary Chapel of Rio Rancho""",Sonoma Elementary School,4202 Northrise Dr,,,Las Cruces,NM,88011,Do–a Ana,,Early Voting,10/25/16,10/29/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Calvary Chapel of Rio Rancho""",Sonoma Elementary School,4203 Northrise Dr,,,Las Cruces,NM,88011,Do–a Ana,,Early Voting,11/1/16,11/5/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Las Placitas Presbyterian Church""",Anthony Elementary School,600 N 4th St,,,Anthony,NM,88021,Do–a Ana,,Early Voting,10/22/16,10/22/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Las Placitas Presbyterian Church""",Anthony Elementary School,601 N 4th St,,,Anthony,NM,88021,Do–a Ana,,Early Voting,10/25/16,10/29/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Las Placitas Presbyterian Church""",Anthony Elementary School,602 N 4th St,,,Anthony,NM,88021,Do–a Ana,,Early Voting,11/1/16,11/5/16,11:00:00-07:00,19:00:00-7:00,October 22 - November 5 Tue - Sat 11 AM - 7 PM,,
"""Santa Ana Pueblo Community Center""",Bayard Community Center,290 Hurley Ave.,,,Bayard,NM,88023,Grant,,Early Voting,10/22/16,10/22/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 9 AM - 6 PM,,
"""Santa Ana Pueblo Community Center""",Bayard Community Center,291 Hurley Ave.,,,Bayard,NM,88023,Grant,,Early Voting,10/25/16,10/29/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 9 AM - 6 PM,,
"""Santa Ana Pueblo Community Center""",Bayard Community Center,292 Hurley Ave.,,,Bayard,NM,88023,Grant,,Early Voting,11/1/16,11/5/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 9 AM - 6 PM,,
"""Eagle Nest Community Center""",Luna County Clerk's Office,700 S. Silver Ave.,,,Deming,NM,88030,Luna,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,"October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 5 Mon 8 AM - 5 PM, Tue - Fri 11 AM - 7 PM, Sat 9 AM - 5 PM",,
"""Eagle Nest Community Center""",Luna County Clerk's Office,701 S. Silver Ave.,,,Deming,NM,88030,Luna,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,"October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 5 Mon 8 AM - 5 PM, Tue - Fri 11 AM - 7 PM, Sat 9 AM - 5 PM",,
"""Eagle Nest Community Center""",Luna County Clerk's Office,702 S. Silver Ave.,,,Deming,NM,88030,Luna,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/24/16,10/24/16,08:00:00-07:00,17:00:00-7:00,"October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 5 Mon 8 AM - 5 PM, Tue - Fri 11 AM - 7 PM, Sat 9 AM - 5 PM",,
"""Eagle Nest Community Center""",Luna County Clerk's Office,703 S. Silver Ave.,,,Deming,NM,88030,Luna,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/25/16,10/28/16,11:00:00-07:00,19:00:00-7:00,"October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 5 Mon 8 AM - 5 PM, Tue - Fri 11 AM - 7 PM, Sat 9 AM - 5 PM",,
"""Eagle Nest Community Center""",Luna County Clerk's Office,704 S. Silver Ave.,,,Deming,NM,88030,Luna,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/29/16,10/29/16,09:00:00-07:00,17:00:00-7:00,"October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 5 Mon 8 AM - 5 PM, Tue - Fri 11 AM - 7 PM, Sat 9 AM - 5 PM",,
"""Eagle Nest Community Center""",Luna County Clerk's Office,705 S. Silver Ave.,,,Deming,NM,88030,Luna,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/31/16,10/31/16,08:00:00-07:00,17:00:00-7:00,"October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 5 Mon 8 AM - 5 PM, Tue - Fri 11 AM - 7 PM, Sat 9 AM - 5 PM",,
"""Eagle Nest Community Center""",Luna County Clerk's Office,706 S. Silver Ave.,,,Deming,NM,88030,Luna,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,11/1/16,11/4/16,11:00:00-07:00,19:00:00-7:00,"October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 5 Mon 8 AM - 5 PM, Tue - Fri 11 AM - 7 PM, Sat 9 AM - 5 PM",,
"""Eagle Nest Community Center""",Luna County Clerk's Office,707 S. Silver Ave.,,,Deming,NM,88030,Luna,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 29,11/5/16,11/5/16,09:00:00-07:00,17:00:00-7:00,"October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 5 Mon 8 AM - 5 PM, Tue - Fri 11 AM - 7 PM, Sat 9 AM - 5 PM",,
"""Quay County Courthouse - Clerk's Office""",Mimbres Valley Learning Center,2300 E. Pine,,,Deming,NM,88030,Luna,,Early Voting,10/22/16,10/22/16,09:00:00-07:00,17:00:00-7:00,"October 22 - November 5 Tue - Fri 11 AM - 7 PM, Sat 9 AM - 5 PM",,
"""Quay County Courthouse - Clerk's Office""",Mimbres Valley Learning Center,2301 E. Pine,,,Deming,NM,88030,Luna,,Early Voting,10/25/16,10/28/16,11:00:00-07:00,19:00:00-7:00,"October 22 - November 5 Tue - Fri 11 AM - 7 PM, Sat 9 AM - 5 PM",,
"""Quay County Courthouse - Clerk's Office""",Mimbres Valley Learning Center,2302 E. Pine,,,Deming,NM,88030,Luna,,Early Voting,10/29/16,10/29/16,09:00:00-07:00,17:00:00-7:00,"October 22 - November 5 Tue - Fri 11 AM - 7 PM, Sat 9 AM - 5 PM",,
"""Quay County Courthouse - Clerk's Office""",Mimbres Valley Learning Center,2303 E. Pine,,,Deming,NM,88030,Luna,,Early Voting,11/1/16,11/4/16,11:00:00-07:00,19:00:00-7:00,"October 22 - November 5 Tue - Fri 11 AM - 7 PM, Sat 9 AM - 5 PM",,
"""Quay County Courthouse - Clerk's Office""",Mimbres Valley Learning Center,2304 E. Pine,,,Deming,NM,88030,Luna,,Early Voting,11/5/16,11/5/16,09:00:00-07:00,17:00:00-7:00,"October 22 - November 5 Tue - Fri 11 AM - 7 PM, Sat 9 AM - 5 PM",,
"""Bosque Farms Public Library""",Glenwood Community Center,21 Menges Lane,,,Glenwood,NM,88039,Catron,,Early Voting,10/31/16,11/2/16,08:00:00-07:00,16:30:00-7:00,October 31 - November 2 Mon - Wed 8:00 AM - 4:30 PM,,
"""Roswell Clerk's Office""",Hidalgo County Courthouse,300 Shakespeare,,,Lordsburg,NM,88045,Hidalgo,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,09:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 9 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Roswell Clerk's Office""",Hidalgo County Courthouse,301 Shakespeare,,,Lordsburg,NM,88045,Hidalgo,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/15/16,10/15/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 9 AM - 5 PM, Sat 10 AM - 6 PM",,
