name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Jewel Osco,"1250 W. Main St, West Dundee, IL, 60118",,09:30 AM - 04:30 PM,,ho12451286,false,true,,,,poll91475375
Jewel Osco,"465 N State RTE 47, Sugar Grove, IL, 60554",,09:30 AM - 04:30 PM,,ho52035078,false,true,,,,poll58622820
Jewel Osco,"119 S Randall Rd, Batavia, IL, 60510",,09:30 AM - 04:30 PM,,ho54637248,false,true,,,,poll4208165
Kankakee County Clerk Office,"189 East Court Street, Kankakee, IL, 60901",,08:30 AM - 04:30 PM,,ho93071542,false,true,,,,poll68502434
Leo Hassett Community Building,"211 N. Main St, Manteno, IL, 60950",,12:00 PM - 06:00 PM,,ho68351996,false,true,,,,poll63765860
Bourbonnais Municipal Building (Upstairs),"700 Main St NW, Bourbonnais, IL, 60914",Upstairs,12:00 PM - 06:00 PM,,ho98983872,false,true,,,,poll94212382
Kendall County Clerk Office,"111 West Fox Street, Yorkville, IL, 60560",Room 103,08:00 AM - 04:30 PM,,ho72557714,false,true,,,,poll64049924
Plano City Hall,"7 N James St., Plano, IL, 60545","B&Z Entrance Door, Conference Room",01:00 PM - 07:00 PM,,ho98298897,false,true,,,,poll73464251
Oswego City Hall,"100 Parkers Mill, Oswego, IL, 60543",Community Room,08:00 AM - 04:30 PM,,ho865243,false,true,,,,poll34034326
Knox County Court House,"200 South Cherry, Galesburg, IL, 61401",,08:30 AM - 04:30 PM,,ho44524742,false,true,,,,poll16974189
Galesburg City Hall,"55 W Tompkins, Galesburg, IL, 61401",,08:00 AM - 06:00 PM,,ho17520394,false,true,,,,poll5108715
Lake County Clerk's office,"18 N. County St., Waukegan, IL, 60085",Room 101,09:00 AM - 09:00 AM,,ho2633440,false,true,,,,poll72607268
Antioch Township Office,"1625 Deep Lake Rd., Lake Villa, IL, 60046",,09:00 AM - 05:00 PM,,ho19125435,false,true,,,,poll22508272
Ela Township Office,"1155 E. Route 22, Lake Zurich, IL, 60047",,09:00 AM - 05:00 PM,,ho11039275,false,true,,,,poll10661449
Fremont Public Library,"1170 N. Midlothian Rd., Mundelein, IL, 60060",,09:00 AM - 05:00 PM,,ho86635935,false,true,,,,poll72328177
Highland Park Police Station,"1677 Old Deerfield Rd., Highland Park, IL, 60035",,09:00 AM - 05:00 PM,,ho57397085,false,true,,,,poll21544750
Lake Barrington Village Hall,"23860 N. Old Barrington Rd., Lake Barrington, IL, 60010",,09:00 AM - 05:00 PM,,ho38087754,false,true,,,,poll18246833
Lake County Central Permit Facility,"500 W. Winchester Rd., Libertyville, IL, 60048",,09:00 AM - 05:00 PM,,ho24178845,false,true,,,,poll25253377
Lake Forest City Hall,"220 E. Deerpath Rd, Lake Forest, IL, 60045",,09:00 AM - 05:00 PM,,ho91987495,false,true,,,,poll99171795
