<<<<<<< HEAD
<<<<<<< HEAD
ocd-division,County,Location Name,Address 1,Address 2,dirs,City,State,Zip,start_time,end_time,start_date,end_date
ocd-division/country:us/state:ga/county:jeff_davis,Jeff Davis County,Jeff Davis County Courthouse,14 Jeff Davis Street,,Room 106,Hazelhurst,GA,31539,09:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:jeff_davis,Jeff Davis County,Jeff Davis County Courthouse,14 Jeff Davis Street,,Room 106,Hazelhurst,GA,31539,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:jeff_davis,Jeff Davis County,Jeff Davis County Courthouse,14 Jeff Davis Street,,Room 106,Hazelhurst,GA,31539,09:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:jenkins,Jenkins County,Jenkins County Courthouse,611 East Winthrop Avenue,,,Millen,GA,30042,08:30:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:jenkins,Jenkins County,Jenkins County Courthouse,611 East Winthrop Avenue,,,Millen,GA,30042,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:jenkins,Jenkins County,Jenkins County Courthouse,611 East Winthrop Avenue,,,Millen,GA,30042,08:30:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:johnson,Johnson County,,2484 West Elm Street,,,Wrightsville,GA,31096,08:00:00 - 04:00,16:30:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:johnson,Johnson County,,2484 West Elm Street,,,Wrightsville,GA,31096,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:johnson,Johnson County,,2484 West Elm Street,,,Wrightsville,GA,31096,08:00:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:lanier,Lanier County,Registrar's Office,56 W Main Street,,Suite 8,Lakeland,GA,31635,08:00:00 - 04:00,12:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:lanier,Lanier County,Registrar's Office,56 W Main Street,,Suite 8,Lakeland,GA,31635,13:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:lanier,Lanier County,Registrar's Office,56 W Main Street,,Suite 8,Lakeland,GA,31635,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:lanier,Lanier County,Registrar's Office,56 W Main Street,,Suite 8,Lakeland,GA,31635,08:00:00 - 04:00,12:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:lanier,Lanier County,Registrar's Office,56 W Main Street,,Suite 8,Lakeland,GA,31635,13:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:long,Long County,Long County Courthouse,459 S Mcdonald St,,,Ludowici,GA,31316,08:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:long,Long County,Long County Courthouse,459 S Mcdonald St,,,Ludowici,GA,31316,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:long,Long County,Long County Courthouse,459 S Mcdonald St,,,Ludowici,GA,31316,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:wilkinson,Wilkinson County,Wilkinson County Courthouse,100 Bacon Street,,Room 133,Irwinton,GA,31042,08:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:wilkinson,Wilkinson County,Wilkinson County Courthouse,100 Bacon Street,,Room 133,Irwinton,GA,31042,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:wilkinson,Wilkinson County,Wilkinson County Courthouse,100 Bacon Street,,Room 133,Irwinton,GA,31042,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:wilcox,Wilcox County,Wilcox County Board of Elections Office,377 College St,,,Abbeville,GA,31001,08:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/29/16
ocd-division/country:us/state:ga/county:wilcox,Wilcox County,Wilcox County Board of Elections Office,377 College St,,,Abbeville,GA,31001,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:wheeler,Wheeler County,,16 W Forest Ave,,Suite 101,Alamo,GA,30411,08:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/29/16
ocd-division/country:us/state:ga/county:wheeler,Wheeler County,,16 W Forest Ave,,Suite 101,Alamo,GA,30411,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:webster,Webster County,Webster County Board of Elections and Registration,6622 Cass Street,,,Preston,GA,31824,08:00:00 - 04:00,16:30:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:washington,Washington County,Washington County Courthouse,132 W. Haynes Street,,Registrar's Office,Sandersville,GA,31082,09:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:washington,Washington County,Washington County Courthouse,132 W. Haynes Street,,Registrar's Office,Sandersville,GA,31082,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:washington,Washington County,Washington County Courthouse,132 W. Haynes Street,,Registrar's Office,Sandersville,GA,31082,09:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:turner,Turner County,Turner Co. Bd. of Elections & Registration,1807 US Highway 41 South,,,Sycamore,GA,31790,08:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:turner,Turner County,Turner Co. Bd. of Elections & Registration,1807 US Highway 41 South,,,Sycamore,GA,31790,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:turner,Turner County,Turner Co. Bd. of Elections & Registration,1807 US Highway 41 South,,,Sycamore,GA,31790,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:treutlen,Treutlen County,Annex Building,650 Second Street South,,,Soperton,GA,30457,08:00:00 - 04:00,16:30:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:treutlen,Treutlen County,Annex Building,650 Second Street South,,,Soperton,GA,30457,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:treutlen,Treutlen County,Annex Building,650 Second Street South,,,Soperton,GA,30457,08:00:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:toombs,Toombs County,Toombs County Board of Elections and Registration Office,125 West Lincoln Ave,,,Lyons,GA,30436,08:30:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:toombs,Toombs County,Toombs County Board of Elections and Registration Office,125 West Lincoln Ave,,,Lyons,GA,30436,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:toombs,Toombs County,Toombs County Board of Elections and Registration Office,125 West Lincoln Ave,,,Lyons,GA,30436,08:30:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:talbot,Talbot County,Talbot County Board of Elections and Reg.,141 N. Jefferson Av,,,Talbotton,GA,31827,09:00:00 - 04:00,16:00:00 - 04:00,10/28/16,10/29/16
ocd-division/country:us/state:ga/county:talbot,Talbot County,Talbot County Board of Elections and Reg.,141 N. Jefferson Av,,,Talbotton,GA,31827,09:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:stephens,Stephens County,Stephens County Registrar Office, 12 West Tugalo Street,, Suite 250,Toccoa,GA,30577,08:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:stephens,Stephens County,Stephens County Registrar Office, 12 West Tugalo Street,, Suite 250,Toccoa,GA,30577,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:stephens,Stephens County,Stephens County Registrar Office, 12 West Tugalo Street,, Suite 250,Toccoa,GA,30577,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:seminole,Seminole County,Seminole County Courthouse,200 South Knox Avenue,,Probate and Magistrate Court Office,Donalsonville,GA,39845,08:30:00 - 04:00,17:00:00 - 04:00,10/28/16,10/29/16
ocd-division/country:us/state:ga/county:seminole,Seminole County,Seminole County Courthouse,200 South Knox Avenue,,Probate and Magistrate Court Office,Donalsonville,GA,39845,08:30:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:screven,Screven County,Screven County Courthouse, 216 Mims Road,,Room 114,Sylvania,GA,30467,09:30:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:screven,Screven County,Screven County Courthouse, 216 Mims Road,,Room 114,Sylvania,GA,30467,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:screven,Screven County,Screven County Courthouse, 216 Mims Road,,Room 114,Sylvania,GA,30467,09:30:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:schley,Schley County,SchleyCounty Courthouse Annex,47 North Pecan St,,Registrar's Office,Ellaville,GA,31806,08:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:schley,Schley County,SchleyCounty Courthouse Annex,47 North Pecan St,,Registrar's Office,Ellaville,GA,31806,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:pulaski,Pulaski County,Courthouse Annex,45 S. Lumpkin Street,,,Hawkinsville,GA,31036,08:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:pulaski,Pulaski County,Courthouse Annex,45 S. Lumpkin Street,,,Hawkinsville,GA,31036,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:pulaski,Pulaski County,Courthouse Annex,45 S. Lumpkin Street,,,Hawkinsville,GA,31036,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:polk,Polk County, Board of Elections and Registration,144 West Avenue,,Suite D,Cedartown,GA,30125,09:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:polk,Polk County, Board of Elections and Registration,144 West Avenue,,Suite D,Cedartown,GA,30125,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:polk,Polk County, Board of Elections and Registration,144 West Avenue,,Suite D,Cedartown,GA,30125,09:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:polk,Polk County,Nathan Dean Comm. Center,436 Hogue Ave,,,Rockmart,GA,30153,09:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:polk,Polk County,Nathan Dean Comm. Center,436 Hogue Ave,,,Rockmart,GA,30153,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:polk,Polk County,Nathan Dean Comm. Center,436 Hogue Ave,,,Rockmart,GA,30153,09:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:pickens,Pickens County,,83 Pioneer Rd,,,Jasper,GA,30143,08:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:pickens,Pickens County,,83 Pioneer Rd,,,Jasper,GA,30143,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:pickens,Pickens County,,83 Pioneer Rd,,,Jasper,GA,30143,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:mitchell,Mitchell County,Mitchell County Courthouse,11 W. Broad Street,,Room 101,Camilla,GA,31730,08:30:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:mitchell,Mitchell County,Mitchell County Courthouse,11 W. Broad Street,,Room 101,Camilla,GA,31730,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:mitchell,Mitchell County,Mitchell County Courthouse,11 W. Broad Street,,Room 101,Camilla,GA,31730,08:30:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:miller,Miller County, Miller County Courthouse,155 S. First Street,,"Registrar's Office, Room 113",Colquitt,GA,39837,09:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:miller,Miller County, Miller County Courthouse,155 S. First Street,,"Registrar's Office, Room 113",Colquitt,GA,39837,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:miller,Miller County, Miller County Courthouse,155 S. First Street,,"Registrar's Office, Room 113",Colquitt,GA,39837,09:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:marion,Marion County, Board of Elections & Registration,100 E Burkhalter Av,,,Buena Vista,GA,31803,08:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:marion,Marion County, Board of Elections & Registration,100 E Burkhalter Av,,,Buena Vista,GA,31803,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:marion,Marion County, Board of Elections & Registration,100 E Burkhalter Av,,,Buena Vista,GA,31803,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:macon,Macon County,Macon County Annex Building,100 Macon St,,,Oglethorpe,GA,31068,08:00:00 - 04:00,17:00:00 - 04:00,10/28/16,10/28/16
ocd-division/country:us/state:ga/county:macon,Macon County,Macon County Annex Building,100 Macon St,,,Oglethorpe,GA,31068,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
